OBJECTID;ID;STADSDEEL;BUURT_CODE;STRAAT;EIGENAAR;BEHEERDER;ONDERHOUDER;SOORT;VOET;ZITOBJECT;AFWERKING;KLEUR;AANLEG_JAAR;STANDPLAATS;LOCATIE;LEVERANCIER;geo_shape;geo_point_2d
3801;16264;Strijp 1;1624;;BOR;BOR Stedelijk;BOR Stedelijk;Mimetic;Beton;Beton;Onbehandeld;Grijs;2020;Gazon;;Tjinco;"{""coordinates"": [5.438907176993258, 51.44799856210772], ""type"": ""Point""}";51.44799856210772, 5.438907176993258
3803;12993;Tongelre;1328;Dirigentplein;BOR;BOR Stedelijk;BOR Stedelijk;Zitbank;Beton;Hout;Beits;Donker bruin;2013;Anders;Plein;;"{""coordinates"": [5.52059788817685, 51.43733850516392], ""type"": ""Point""}";51.43733850516392, 5.52059788817685
3804;12628;Gestel;1721;Severijnpark;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Kunststof;Beits;Donker bruin;2006;Verharding;Park;;"{""coordinates"": [5.447876662062831, 51.42396800260348], ""type"": ""Point""}";51.42396800260348, 5.447876662062831
3807;10454;Stratum;1236;Heezerweg;BOR;BOR Stedelijk;BOR Stedelijk;Toledo;Staal;Hout;Lak;Donker bruin;2019;Verharding;Winkel;Samson;"{""coordinates"": [5.498185290679137, 51.423763029297575], ""type"": ""Point""}";51.423763029297575, 5.498185290679137
3808;10296;Woensel noord 1;1521;Achtse Loop;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Hout;Beits;Donker bruin;2006;Gazon;Park;;"{""coordinates"": [5.431486026291919, 51.4775083055038], ""type"": ""Point""}";51.4775083055038, 5.431486026291919
3811;10882;Tongelre;1336;B.P. Karpendonck;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Kunststof;Beits;Donker bruin;2006;Verharding;Park;;"{""coordinates"": [5.496789273906104, 51.45237156275691], ""type"": ""Point""}";51.45237156275691, 5.496789273906104
3813;10708;Stratum;1211;Geldropseweg;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Hout;Beits;Donker bruin;2006;Beplanting;Park;;"{""coordinates"": [5.495989591449368, 51.432069772601864], ""type"": ""Point""}";51.432069772601864, 5.495989591449368
3816;11990;Strijp 1;1614;Boegstraat;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Kunststof;Beits;Donker bruin;2006;Verharding;Plein;;"{""coordinates"": [5.451919332141319, 51.43892733355072], ""type"": ""Point""}";51.43892733355072, 5.451919332141319
3818;11284;Gestel;1732;Buitengebied 732;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Kunststof;Beits;Donker bruin;2006;Gazon;Park;;"{""coordinates"": [5.437816510773054, 51.41232813220343], ""type"": ""Point""}";51.41232813220343, 5.437816510773054
3829;10235;Woensel noord 1;1522;Picardiehof;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Kunststof;Lak;Licht bruin;2008;Verharding;Plein;;"{""coordinates"": [5.453491543283617, 51.47943571582935], ""type"": ""Point""}";51.47943571582935, 5.453491543283617
3834;8718;Tongelre;1311;Reigerlaan;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Staal;Hout;Beits;Donker bruin;2006;Verharding;School;Ergon;"{""coordinates"": [5.492062002351644, 51.44084393106813], ""type"": ""Point""}";51.44084393106813, 5.492062002351644
3835;13431;Gestel;1731;Gender;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Kunststof;Beits;Donker bruin;2013;Gazon;Plein;;"{""coordinates"": [5.439906995824011, 51.42136072106526], ""type"": ""Point""}";51.42136072106526, 5.439906995824011
3837;12408;Centrum;1111;Stadhuisplein;BOR;BOR Stedelijk;BOR Stedelijk;Zitbank;Beton;Beton;Anders;Anders;2006;Verharding;Plein;;"{""coordinates"": [5.480292275657369, 51.43575150667671], ""type"": ""Point""}";51.43575150667671, 5.480292275657369
3838;13545;Strijp 2;1637;Flight Forum;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Kunststof;Onbehandeld;Donker bruin;2012;Gazon;;;"{""coordinates"": [5.406383968738968, 51.44960697675666], ""type"": ""Point""}";51.44960697675666, 5.406383968738968
3840;9696;Strijp 2;1633;Grasplein;BOR;BOR Stedelijk;BOR Stedelijk;Flyer Eagle;Staal;Hout;Onbehandeld;Donker bruin;2010;Gazon;Park;;"{""coordinates"": [5.413774730292442, 51.43952689243925], ""type"": ""Point""}";51.43952689243925, 5.413774730292442
3841;9626;Stratum;1237;Floralaan Oost;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Kunststof;Beits;Donker bruin;2006;Verharding;Park;;"{""coordinates"": [5.500685117427163, 51.416849296145834], ""type"": ""Point""}";51.416849296145834, 5.500685117427163
3845;12881;Strijp 2;1633;Nieuwe Sliffertsestraat;BOR;BOR Stedelijk;BOR Stedelijk;Flyer Eagle;Staal;Hout;Onbehandeld;Donker bruin;2011;Verharding;Park;;"{""coordinates"": [5.41895762448873, 51.44245446366536], ""type"": ""Point""}";51.44245446366536, 5.41895762448873
3847;11091;Gestel;1731;Severijnpark;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Kunststof;Beits;Donker bruin;2008;Gazon;Plein;;"{""coordinates"": [5.445576905337743, 51.42406181754846], ""type"": ""Point""}";51.42406181754846, 5.445576905337743
3848;13108;Centrum;1111;Begijnenhof;BOR;BOR Stedelijk;BOR Stedelijk;Zitbank;Beton;Kunststof;Beits;Donker bruin;2011;Verharding;Plein;;"{""coordinates"": [5.480074174746478, 51.43659556464762], ""type"": ""Point""}";51.43659556464762, 5.480074174746478
3855;13168;Centrum;1111;Stationsweg;BOR;BOR Stedelijk;BOR Stedelijk;Zitbank;Staal;Hout;Beits;Licht bruin;2008;Verharding;Plein;;"{""coordinates"": [5.48370461905233, 51.441842742826516], ""type"": ""Point""}";51.441842742826516, 5.48370461905233
3861;16664;Woensel zuid;1421;;BOR Stedelijk;BOR Stedelijk;BOR Stedelijk;Zitbank;Beton;Hout;Onbehandeld;Licht bruin;2021;Verharding;Overig;Grijsen;"{""coordinates"": [5.4557559504624855, 51.45859120114362], ""type"": ""Point""}";51.45859120114362, 5.4557559504624855
3862;8647;Stratum;1222;St Gerardusplein;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Kunststof;Beits;Donker bruin;2006;Beplanting;Park;;"{""coordinates"": [5.488559284313474, 51.42009609062379], ""type"": ""Point""}";51.42009609062379, 5.488559284313474
3864;8333;Woensel noord 2;1543;John F Kennedylaan;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Hout;Beits;Donker bruin;2006;Verharding;Park;;"{""coordinates"": [5.489387437570122, 51.47638618010862], ""type"": ""Point""}";51.47638618010862, 5.489387437570122
3865;10453;Stratum;1233;Rector Baptistlaan;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Hout;Beits;Donker bruin;2006;Verharding;Park;;"{""coordinates"": [5.503830283616409, 51.42292721706477], ""type"": ""Point""}";51.42292721706477, 5.503830283616409
3867;9923;Woensel noord 1;1531;Pietersbergweg;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Hout;Beits;Donker bruin;2006;Beplanting;Park;;"{""coordinates"": [5.459131427908106, 51.48081189836625], ""type"": ""Point""}";51.48081189836625, 5.459131427908106
3872;10692;Stratum;1211;Adolf van Cortenbachstraat;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Hout;Beits;Licht bruin;2006;Verharding;Overig;;"{""coordinates"": [5.490929294888521, 51.43428497512147], ""type"": ""Point""}";51.43428497512147, 5.490929294888521
3875;9947;Stratum;1232;Jan van Eyckgracht;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Kunststof;Beits;Donker bruin;2010;Verharding;Park;;"{""coordinates"": [5.510387439076604, 51.429428919729006], ""type"": ""Point""}";51.429428919729006, 5.510387439076604
3886;16017;Centrum;1111;;BOR;BOR Stedelijk;BOR Stedelijk;Zitbank;Hout;Hout;Beits;Donker bruin;2013;Anders;Plein;;"{""coordinates"": [5.479845727676618, 51.43734172575834], ""type"": ""Point""}";51.43734172575834, 5.479845727676618
3887;12706;Stratum;1232;Pieter Neefspad;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Kunststof;Beits;Donker bruin;2011;Verharding;Plein;;"{""coordinates"": [5.506901396611164, 51.42816732670581], ""type"": ""Point""}";51.42816732670581, 5.506901396611164
3889;13399;Centrum;1111;Ten Hagestraat;BOR;BOR Stedelijk;BOR Stedelijk;Zitbank;Hout;Hout;Beits;Donker bruin;2013;Anders;Plein;;"{""coordinates"": [5.479999759506526, 51.437427471872525], ""type"": ""Point""}";51.437427471872525, 5.479999759506526
3891;16919;Strijp 2;1633;;BOR Stedelijk;BOR Stedelijk;BOR Stedelijk;Deluxe naturel beton;Beton;Hout;Lak;Donker bruin;2024;Gazon;Park;Heblad;"{""coordinates"": [5.419797541328945, 51.435957558682254], ""type"": ""Point""}";51.435957558682254, 5.419797541328945
3894;12259;Woensel noord 2;1534;George Orwelllaan;BOR;BOR Stedelijk;BOR Stedelijk;Anders;Staal;Staal;Lak;Groen;2006;Verharding;Park;;"{""coordinates"": [5.469509480049338, 51.487070783618826], ""type"": ""Point""}";51.487070783618826, 5.469509480049338
3909;17118;Woensel zuid;1521;;;;;;;;;;;;;;"{""coordinates"": [5.43587469760834, 51.47126706832019], ""type"": ""Point""}";51.47126706832019, 5.43587469760834
3912;12908;Park Meerland;1640;Waterfront;BOR;BOR Stedelijk;BOR Stedelijk;Flyer Eagle;Staal;Hout;Onbehandeld;Licht bruin;2011;Verharding;Park;;"{""coordinates"": [5.401096860874737, 51.44276001779763], ""type"": ""Point""}";51.44276001779763, 5.401096860874737
3913;17122;Stratum;1211;;BOR;BOR;BOR Stedelijk;Zitbank;Beton;Beton;Onbehandeld;Grijs;2025;;Overig;Giverbo;"{""coordinates"": [5.492071499122717, 51.4324982984555], ""type"": ""Point""}";51.4324982984555, 5.492071499122717
3916;12647;Gestel;1721;Severijnpark;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Hout;Beits;Donker bruin;2006;Gazon;Park;;"{""coordinates"": [5.450405000807753, 51.429137943385435], ""type"": ""Point""}";51.429137943385435, 5.450405000807753
3918;9142;Woensel noord 1;1531;Rode Kruislaan;BOR;BOR Stedelijk;BOR Stedelijk;Anders;Staal;Hout;Lak;Licht bruin;2012;Verharding;Park;;"{""coordinates"": [5.470109593827176, 51.4789928357275], ""type"": ""Point""}";51.4789928357275, 5.470109593827176
3919;16082;Strijp 1;1622;;Sportpark;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Hout;Beits;Licht bruin;2018;Gazon;Park;Ergon;"{""coordinates"": [5.448078686922904, 51.438070818327354], ""type"": ""Point""}";51.438070818327354, 5.448078686922904
3920;12543;Woensel zuid;1422;Imkerstraat;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Hout;Beits;Donker bruin;2006;Verharding;Overig;;"{""coordinates"": [5.472267724064575, 51.45506819965962], ""type"": ""Point""}";51.45506819965962, 5.472267724064575
3921;8193;Stratum;1232;St Petrus Canisiuslaan;BOR;BOR Stedelijk;BOR Stedelijk;Zitbank;Staal;Hout;Beits;Donker bruin;2006;Verharding;School;;"{""coordinates"": [5.5089851437532005, 51.42711846951771], ""type"": ""Point""}";51.42711846951771, 5.5089851437532005
3924;13179;Centrum;1111;18 Septemberplein;BOR;BOR Stedelijk;BOR Stedelijk;Zitbank;Staal;Hout;Beits;Licht bruin;2010;Verharding;Winkel;;"{""coordinates"": [5.477044084624935, 51.44138992102407], ""type"": ""Point""}";51.44138992102407, 5.477044084624935
3928;17092;Woensel noord 2;1516;;;;;;;;;;;;;;"{""coordinates"": [5.481782044434789, 51.47258792279542], ""type"": ""Point""}";51.47258792279542, 5.481782044434789
3929;17093;Woensel noord 2;1516;;;;;;;;;;;;;;"{""coordinates"": [5.481885718020731, 51.4728236917967], ""type"": ""Point""}";51.4728236917967, 5.481885718020731
3931;17095;Centrum;1111;;;;;;;;;;;;;;"{""coordinates"": [5.478378130278317, 51.43839313015276], ""type"": ""Point""}";51.43839313015276, 5.478378130278317
3933;17097;Centrum;1111;;;;;;;;;;;;;;"{""coordinates"": [5.479343771175962, 51.437633617875576], ""type"": ""Point""}";51.437633617875576, 5.479343771175962
3935;17129;Strijp 1;1624;;BOR;BOR Stedelijk;BOR Stedelijk;Mimetic;Beton;Beton;Onbehandeld;Grijs;2020;Gazon;Park;Tjinco;"{""coordinates"": [5.438197709279451, 51.44732602018875], ""type"": ""Point""}";51.44732602018875, 5.438197709279451
3936;17134;Tongelre;1333;;;;;;;;;;;;;;"{""coordinates"": [5.512801350574563, 51.44559688081102], ""type"": ""Point""}";51.44559688081102, 5.512801350574563
3945;16255;Woensel noord 1;1511;;BOR;BOR Stedelijk;BOR Stedelijk;Zitbank;Kunststof;Kunststof;Onbehandeld;Grijs;;Verharding;Park;;"{""coordinates"": [5.454375182723128, 51.47720615002794], ""type"": ""Point""}";51.47720615002794, 5.454375182723128
3948;12455;Woensel noord 2;1534;Koningskinderen;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Kunststof;Onbehandeld;Donker bruin;2011;Verharding;Park;;"{""coordinates"": [5.485046890410588, 51.4848055921791], ""type"": ""Point""}";51.4848055921791, 5.485046890410588
3949;9849;Park Philips de Jongh;1627;STD.P. Philips de Jongh;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Kunststof;Lak;Licht bruin;2010;Beplanting;Park;;"{""coordinates"": [5.443067341863247, 51.45814536668721], ""type"": ""Point""}";51.45814536668721, 5.443067341863247
3952;10428;Park Meerland;1633;Grasbaan;BOR;BOR Stedelijk;BOR Stedelijk;Zitbank;Staal;Beton;Beits;"Donker bruin;Licht bruin";2009;Gazon;Park;;"{""coordinates"": [5.409216282686922, 51.43864515470071], ""type"": ""Point""}";51.43864515470071, 5.409216282686922
3953;12294;Gestel;1712;Snoekstraat;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Kunststof;Beits;Donker bruin;2006;Beplanting;Plein;;"{""coordinates"": [5.467624545589864, 51.43283482109032], ""type"": ""Point""}";51.43283482109032, 5.467624545589864
3955;13869;Woensel noord 2;1544;Kogelsmortel;BOR;BOR Stedelijk;BOR Stedelijk;;;Kunststof;;;2012;;;;"{""coordinates"": [5.493883161980237, 51.4844830001578], ""type"": ""Point""}";51.4844830001578, 5.493883161980237
3959;8866;Stratum;1214;Burghplein;BOR;BOR Stedelijk;BOR Stedelijk;Zitbank;Staal;Hout;Beits;Licht bruin;2006;Verharding;Plein;;"{""coordinates"": [5.493534276099035, 51.42929220113138], ""type"": ""Point""}";51.42929220113138, 5.493534276099035
3962;16179;Gestel;1722;;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Hout;Lak;Donker bruin;2012;Gazon;Park;Ergon;"{""coordinates"": [5.451878739872882, 51.422428393695625], ""type"": ""Point""}";51.422428393695625, 5.451878739872882
3966;13377;Gestel;1725;van Blankenburgstraat;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Kunststof;Onbehandeld;Donker bruin;2006;Anders;Plein;;"{""coordinates"": [5.45679095922406, 51.41853849952372], ""type"": ""Point""}";51.41853849952372, 5.45679095922406
3967;9674;Gestel;1733;Wasvenpad;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Kunststof;Beits;Donker bruin;2009;Beplanting;Plein;;"{""coordinates"": [5.432380546144896, 51.41519357854637], ""type"": ""Point""}";51.41519357854637, 5.432380546144896
3968;12039;Strijp 1;1611;Hagenkampweg Noord;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Hout;Kunststof;Beits;Donker bruin;2006;Verharding;Park;;"{""coordinates"": [5.467675517349508, 51.43541575796491], ""type"": ""Point""}";51.43541575796491, 5.467675517349508
3970;8244;Stratum;1233;Thomas à Kempislaan;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Kunststof;Beits;Donker bruin;2006;Verharding;Park;;"{""coordinates"": [5.500539069203508, 51.424737571276566], ""type"": ""Point""}";51.424737571276566, 5.500539069203508
3972;17086;Stratum;1211;;;;;;;;;;;;;;"{""coordinates"": [5.4976129109628795, 51.435215216432454], ""type"": ""Point""}";51.435215216432454, 5.4976129109628795
3978;11541;Strijp 2;1634;Zandstrand;BOR;BOR Stedelijk;BOR Stedelijk;Flyer Eagle;Staal;Hout;Onbehandeld;Donker bruin;2006;Verharding;Park;;"{""coordinates"": [5.406134603560738, 51.444628904615], ""type"": ""Point""}";51.444628904615, 5.406134603560738
3981;13400;Centrum;1111;Ten Hagestraat;BOR;BOR Stedelijk;BOR Stedelijk;Zitbank;Hout;Hout;Beits;Donker bruin;2013;Anders;Plein;;"{""coordinates"": [5.479963744734258, 51.437447473411105], ""type"": ""Point""}";51.437447473411105, 5.479963744734258
3982;9603;Stratum;1221;Kerstroosplein;BOR;BOR Stedelijk;BOR Stedelijk;Zitbank;Staal;Hout;Lak;Licht bruin;2008;Verharding;Park;;"{""coordinates"": [5.493898814171723, 51.41931793239259], ""type"": ""Point""}";51.41931793239259, 5.493898814171723
3984;9239;Tongelre;1333;Kaeriuslaan;BOR;BOR Stedelijk;BOR Stedelijk;Zitbank;Staal;Staal;Lak;Blauw;2011;Gazon;Park;;"{""coordinates"": [5.5188790296177, 51.44254400603273], ""type"": ""Point""}";51.44254400603273, 5.5188790296177
3986;13349;Centrum;1111;Stationsweg;BOR;BOR Stedelijk;BOR Stedelijk;Zitbank;Staal;Hout;Beits;Licht bruin;2008;Verharding;Plein;;"{""coordinates"": [5.483775853902266, 51.44186724080604], ""type"": ""Point""}";51.44186724080604, 5.483775853902266
3989;17046;Tongelre;1333;;;;;;;;;;;;;;"{""coordinates"": [5.5168281066648115, 51.44327107250418], ""type"": ""Point""}";51.44327107250418, 5.5168281066648115
3991;17028;Park Philips van Lennep;1623;;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Hout;Beits;Donker bruin;2022;Gazon;Park;Ergon;"{""coordinates"": [5.432809139588067, 51.44717824987248], ""type"": ""Point""}";51.44717824987248, 5.432809139588067
3992;16970;Woensel zuid;1412;;BOR;BOR Stedelijk;BOR Stedelijk;;Beton;Beton;Onbehandeld;Grijs;2024;Verharding;Plein;;"{""coordinates"": [5.47128885713573, 51.449198712099346], ""type"": ""Point""}";51.449198712099346, 5.47128885713573
3996;9625;Stratum;1238;Bochtige Smeleveld;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Hout;Lak;Groen;2006;Beplanting;Plein;;"{""coordinates"": [5.501374232463608, 51.414554976631585], ""type"": ""Point""}";51.414554976631585, 5.501374232463608
3998;16199;Tongelre;1322;;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Hout;Lak;Licht bruin;;Gazon;Park;Ergon;"{""coordinates"": [5.519751852949354, 51.436668601092336], ""type"": ""Point""}";51.436668601092336, 5.519751852949354
3999;13315;Gestel;1725;Locatellistraat;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Kunststof;Beits;Donker bruin;2006;Gazon;Overig;;"{""coordinates"": [5.4517248366983795, 51.416070824595316], ""type"": ""Point""}";51.416070824595316, 5.4517248366983795
4002;11759;Woensel noord 1;1531;Veluwelaan;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Kunststof;Anders;Zwart;2006;Gazon;Park;;"{""coordinates"": [5.461806597027648, 51.479997200051386], ""type"": ""Point""}";51.479997200051386, 5.461806597027648
4004;9632;Stratum;1234;Arnaudinaplein;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Hout;Beits;Donker bruin;2006;Verharding;Plein;;"{""coordinates"": [5.507512853118264, 51.42030358998859], ""type"": ""Point""}";51.42030358998859, 5.507512853118264
4005;16320;Strijp 1;1612;;BOR Stedelijk;BOR Stedelijk;BOR Stedelijk;Vivanti (stoel);Staal;Hout;Beits;Licht bruin;2020;Verharding;Overig;Velopa;"{""coordinates"": [5.46331211744882, 51.43932596209024], ""type"": ""Point""}";51.43932596209024, 5.46331211744882
4009;16514;Strijp 1;1612;;BOR Stedelijk;BOR Stedelijk;BOR Stedelijk;Vivanti (stoel);Staal;Hout;Beits;Licht bruin;2020;Verharding;Overig;Velopa;"{""coordinates"": [5.463322175444415, 51.439311492736834], ""type"": ""Point""}";51.439311492736834, 5.463322175444415
4010;10833;Gestel;1712;Snoekstraat;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Hout;Beits;Donker bruin;2006;Beplanting;Plein;;"{""coordinates"": [5.467931196343782, 51.43285213666817], ""type"": ""Point""}";51.43285213666817, 5.467931196343782
4011;13854;Woensel noord 2;1543;Winterjanstraat;BOR;BOR Stedelijk;BOR Stedelijk;;;Kunststof;;;2012;;;;"{""coordinates"": [5.493727824184087, 51.47802597504481], ""type"": ""Point""}";51.47802597504481, 5.493727824184087
4012;10887;Tongelre;1336;B.P. Karpendonck;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Kunststof;Beits;Donker bruin;2006;Beplanting;Park;;"{""coordinates"": [5.498509481789505, 51.45376118813301], ""type"": ""Point""}";51.45376118813301, 5.498509481789505
4013;15958;Woensel noord 1;1521;;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Kunststof;Lak;Donker bruin;2012;Anders;Park;Ergon;"{""coordinates"": [5.434753509784088, 51.47462614176708], ""type"": ""Point""}";51.47462614176708, 5.434753509784088
4015;13704;Woensel zuid;1412;Kruisstraat;BOR;BOR Stedelijk;BOR Stedelijk;;;Hout;;;2012;;;;"{""coordinates"": [5.474871877395521, 51.448423690361594], ""type"": ""Point""}";51.448423690361594, 5.474871877395521
4016;9686;Woensel noord 2;1532;Arendonkstraat;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Kunststof;Onbehandeld;Donker bruin;2008;Gazon;Plein;;"{""coordinates"": [5.476969964080109, 51.47992427632759], ""type"": ""Point""}";51.47992427632759, 5.476969964080109
4020;12426;Woensel zuid;1435;Aurorastraat;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Hout;Beits;Donker bruin;2006;Verharding;Plein;;"{""coordinates"": [5.497002570620504, 51.463624870425356], ""type"": ""Point""}";51.463624870425356, 5.497002570620504
4023;15897;Strijp 1;1613;;BOR;BOR Stedelijk;BOR Stedelijk;Vivanti (Ouderen bank);Staal;Hout;Onbehandeld;Licht bruin;2016;Verharding;Park;Velopa;"{""coordinates"": [5.458949087855366, 51.43364809906779], ""type"": ""Point""}";51.43364809906779, 5.458949087855366
4027;12216;Park Henri Dunant;1532;STD.P. Henry Dunant;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Hout;Beits;Donker bruin;2006;Verharding;Park;;"{""coordinates"": [5.471137324970217, 51.481716216826314], ""type"": ""Point""}";51.481716216826314, 5.471137324970217
4028;13766;Woensel noord 2;1534;Charles Dickenslaan;BOR;BOR Stedelijk;BOR Stedelijk;;;Hout;;;2006;;;;"{""coordinates"": [5.475845634562357, 51.485490944106736], ""type"": ""Point""}";51.485490944106736, 5.475845634562357
4030;11457;Woensel noord 1;1512;Vignolaweg;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Kunststof;Beits;Donker bruin;2006;Beplanting;Park;;"{""coordinates"": [5.451568920383902, 51.46553797738648], ""type"": ""Point""}";51.46553797738648, 5.451568920383902
4033;13162;Centrum;1111;18 Septemberplein;BOR;BOR Stedelijk;BOR Stedelijk;Zitbank;Staal;Beton;Anders;Grijs;2010;Verharding;Plein;;"{""coordinates"": [5.477343330307234, 51.44130459394925], ""type"": ""Point""}";51.44130459394925, 5.477343330307234
4034;16675;Woensel zuid;1421;;BOR Stedelijk;BOR Stedelijk;BOR Stedelijk;Zitbank;Beton;Hout;Onbehandeld;Licht bruin;;Verharding;Overig;Grijsen;"{""coordinates"": [5.452387857709784, 51.457302797318505], ""type"": ""Point""}";51.457302797318505, 5.452387857709784
1714;13674;Stratum;1223;;Particulier;Particulier;Particulier;;;;;;2012;;;;"{""coordinates"": [5.4808213448537195, 51.41800627392898], ""type"": ""Point""}";51.41800627392898, 5.4808213448537195
1715;13673;Stratum;1223;;Particulier;Particulier;Particulier;;;;;;2012;;;;"{""coordinates"": [5.480850792548381, 51.41798124370821], ""type"": ""Point""}";51.41798124370821, 5.480850792548381
1719;13846;Tongelre;1335;Buitengebied in brt: 321;BOR;BOR buitengebied;BOR Natuur;;;Kunststof;;;2012;;;;"{""coordinates"": [5.512939908968624, 51.448227913074284], ""type"": ""Point""}";51.448227913074284, 5.512939908968624
1720;12986;Tongelre;1335;Ceramlaan;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Kunststof;Beits;Donker bruin;2012;Gazon;Park;;"{""coordinates"": [5.5150611614992755, 51.44685570381312], ""type"": ""Point""}";51.44685570381312, 5.5150611614992755
1721;12984;Tongelre;1335;Ceramlaan;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Kunststof;Beits;Donker bruin;2012;Gazon;Park;;"{""coordinates"": [5.514015309178887, 51.44699067932838], ""type"": ""Point""}";51.44699067932838, 5.514015309178887
1727;12006;Park Philips de Jongh;1627;STD.P. Philips de Jongh;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Kunststof;Beits;Donker bruin;2006;Beplanting;Park;;"{""coordinates"": [5.448046965386334, 51.456205270492646], ""type"": ""Point""}";51.456205270492646, 5.448046965386334
1737;11807;Tongelre;1333;;Particulier;Particulier;Particulier;Model Eindhoven;Beton;Kunststof;Beits;Donker bruin;2006;Gazon;Overig;;"{""coordinates"": [5.521200517837321, 51.443791862887906], ""type"": ""Point""}";51.443791862887906, 5.521200517837321
1738;11818;Tongelre;1336;B.P. Karpendonck;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Kunststof;Beits;Donker bruin;2006;Verharding;Park;;"{""coordinates"": [5.502612374880003, 51.45440354306502], ""type"": ""Point""}";51.45440354306502, 5.502612374880003
1742;12973;Woensel noord 1;1512;Palladiostraat;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Hout;Beits;Donker bruin;2012;Beplanting;Park;;"{""coordinates"": [5.456605405863628, 51.466238191860356], ""type"": ""Point""}";51.466238191860356, 5.456605405863628
1751;8988;Woensel noord 2;1534;Atilla;BOR;BOR Stedelijk;BOR Stedelijk;Zitbank;Staal;Hout;Beits;Donker bruin;2006;Gazon;Park;;"{""coordinates"": [5.482189541544099, 51.49127294153374], ""type"": ""Point""}";51.49127294153374, 5.482189541544099
1758;9019;Woensel noord 2;1534;Koningskinderen;BOR;BOR Stedelijk;BOR Stedelijk;Model Eindhoven;Beton;Kunststof;Beits;Donker bruin;2006;Verharding;Park;;"{""coordinates"": [5.481962597320353, 51.48430596401581], ""type"": ""Point""}";51.48430596401581, 5.481962597320353
1763;11048;Woensel noord 1;1531;;Particulier;Particulier;Particulier;Anders;Staal;Hout;Lak;Licht bruin;2008;Verharding;School;;"{""coordinates"": [5.465964899396889, 51.479199800993996], ""type"": ""Point""}";51.479199800993996, 5.465964899396889
